parameter_shortname,parameter_name
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3252,Hexachlorobutadiene : Wet Wt
3253,Hexachlorobenzene : Dry Wt
3253,Hexachlorobenzene : Dry Wt
3253,Hexachlorobenzene : Dry Wt
3253,Hexachlorobenzene : Dry Wt
3253,Hexachlorobenzene : Dry Wt
3253,Hexachlorobenzene : Dry Wt
3254,"1,2,3,4,7,8,9-Heptachlorodibenzofuran : Wet Wt"
3254,"1,2,3,4,7,8,9-Heptachlorodibenzofuran : Wet Wt"
3254,"1,2,3,4,7,8,9-Heptachlorodibenzofuran : Wet Wt"
3255,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin : Wet Wt"
3255,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin : Wet Wt"
3255,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin : Wet Wt"
3256,"1,2,3,4,6,7,8-Heptachlorodibenzofuran : Wet Wt"
3256,"1,2,3,4,6,7,8-Heptachlorodibenzofuran : Wet Wt"
3256,"1,2,3,4,6,7,8-Heptachlorodibenzofuran : Wet Wt"
3260,cis-Permethrin : Dry Wt
3260,cis-Permethrin : Dry Wt
3260,cis-Permethrin : Dry Wt
3260,cis-Permethrin : Dry Wt
3260,cis-Permethrin : Dry Wt
3260,cis-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3263,trans-Permethrin : Dry Wt
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3267,Type of flow as description
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3268,"1,1,1-Trichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3269,"1,1-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3272,"1,2-Dichloroethane"
3275,"2,4-Dinitrophenol"
3275,"2,4-Dinitrophenol"
3276,Aldrin
3276,Aldrin
3276,Aldrin
3276,Aldrin
3278,Benzo(b)Fluoranthene
3278,Benzo(b)Fluoranthene
3278,Benzo(b)Fluoranthene
3278,Benzo(b)Fluoranthene
3279,"Benzo(g,h,i)Perylene"
3279,"Benzo(g,h,i)Perylene"
3279,"Benzo(g,h,i)Perylene"
3279,"Benzo(g,h,i)Perylene"
3280,Benzo(k)Fluoranthene
3280,Benzo(k)Fluoranthene
3280,Benzo(k)Fluoranthene
3280,Benzo(k)Fluoranthene
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3282,Bromodichloromethane
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3283,Bromoform :- {Tribromomethane}
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3290,Chlorobenzene
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3292,Chlorodibromomethane
3294,DDE -pp
3294,DDE -pp
3294,DDE -pp
3294,DDE -pp
3296,DDT -op
3296,DDT -op
3296,DDT -op
3296,DDT -op
3297,DDT -pp
3297,DDT -pp
3297,DDT -pp
3297,DDT -pp
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3299,Dichloromethane :- {Methylene Dichloride}
3300,Dichlorvos
3300,Dichlorvos
3300,Dichlorvos
3300,Dichlorvos
3301,Dieldrin
3301,Dieldrin
3301,Dieldrin
3301,Dieldrin
3303,Endosulfan A
3303,Endosulfan A
3303,Endosulfan A
3303,Endosulfan A
3304,Endosulfan B
3304,Endosulfan B
3304,Endosulfan B
3304,Endosulfan B
3306,Endrin
3306,Endrin
3306,Endrin
3306,Endrin
3309,Fluoranthene
3309,Fluoranthene
3309,Fluoranthene
3309,Fluoranthene
3310,HCH -alpha
3310,HCH -alpha
3310,HCH -alpha
3310,HCH -alpha
3311,HCH -beta
3311,HCH -beta
3311,HCH -beta
3311,HCH -beta
3312,HCH -delta
3312,HCH -delta
3312,HCH -delta
3312,HCH -delta
3313,HCH -gamma :- {Lindane}
3313,HCH -gamma :- {Lindane}
3313,HCH -gamma :- {Lindane}
3313,HCH -gamma :- {Lindane}
3315,Heptachlor
3315,Heptachlor
3315,Heptachlor
3315,Heptachlor
3316,"Indeno(1,2,3-cd)pyrene"
3316,"Indeno(1,2,3-cd)pyrene"
3316,"Indeno(1,2,3-cd)pyrene"
3316,"Indeno(1,2,3-cd)pyrene"
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3328,Tetrachloroethylene :- {Perchloroethylene}
3330,TDE -pp
3330,TDE -pp
3330,TDE -pp
3330,TDE -pp
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3334,Trichloroethylene :- {Trichloroethene}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3341,4-Chloro-2-methylphenol :- {p-Chloro-o-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3342,4-Chloro-3-methylphenol :- {p-Chloro-m-cresol}
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3343,"2,4-Dimethylphenol :- {2,4-Xylenol}"
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3372,Oil Type : Qualitative
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3373,Chloroform :- {Trichloromethane}
3375,Perfluorooctylsulphonate anion : Wet Wt
3375,Perfluorooctylsulphonate anion : Wet Wt
3375,Perfluorooctylsulphonate anion : Wet Wt
3375,Perfluorooctylsulphonate anion : Wet Wt
3376,Perfluorooctanoic acid : Wet Wt
3376,Perfluorooctanoic acid : Wet Wt
3376,Perfluorooctanoic acid : Wet Wt
3378,"Hexabromocyclododecane TOTAL : (Sum of a, b, g) : Wet Wt"
3378,"Hexabromocyclododecane TOTAL : (Sum of a, b, g) : Wet Wt"
3379,Hexabromocyclododecane -gamma : Wet Wt
3379,Hexabromocyclododecane -gamma : Wet Wt
3379,Hexabromocyclododecane -gamma : Wet Wt
3379,Hexabromocyclododecane -gamma : Wet Wt
3383,Hexabromocyclododecane -beta : Wet Wt
3383,Hexabromocyclododecane -beta : Wet Wt
3383,Hexabromocyclododecane -beta : Wet Wt
3383,Hexabromocyclododecane -beta : Wet Wt
3384,Hexabromocyclododecane -alpha : Wet Wt
3384,Hexabromocyclododecane -alpha : Wet Wt
3384,Hexabromocyclododecane -alpha : Wet Wt
3384,Hexabromocyclododecane -alpha : Wet Wt
3398,"2,4,4 Tribromodiphenyl ether : Wet Wt"
3398,"2,4,4 Tribromodiphenyl ether : Wet Wt"
3398,"2,4,4 Tribromodiphenyl ether : Wet Wt"
3398,"2,4,4 Tribromodiphenyl ether : Wet Wt"
3398,"2,4,4 Tribromodiphenyl ether : Wet Wt"
3400,Monuron
3400,Monuron
3400,Monuron
3400,Monuron
3400,Monuron
3400,Monuron
3400,Monuron
3400,Monuron
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3401,ICP-MS : Metals screen : Semi-quantitative
3407,"2,2,4,4,6 Pentabromodiphenyl Ether : Wet Wt"
3407,"2,2,4,4,6 Pentabromodiphenyl Ether : Wet Wt"
3407,"2,2,4,4,6 Pentabromodiphenyl Ether : Wet Wt"
3407,"2,2,4,4,6 Pentabromodiphenyl Ether : Wet Wt"
3407,"2,2,4,4,6 Pentabromodiphenyl Ether : Wet Wt"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3408,"Zinc, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3409,"Chromium, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3410,"Nickel, Dissolved"
3412,"2,2,4,4,5,6 Hexabromodiphenyl Ether : Wet Wt"
3412,"2,2,4,4,5,6 Hexabromodiphenyl Ether : Wet Wt"
3412,"2,2,4,4,5,6 Hexabromodiphenyl Ether : Wet Wt"
3412,"2,2,4,4,5,6 Hexabromodiphenyl Ether : Wet Wt"
3412,"2,2,4,4,5,6 Hexabromodiphenyl Ether : Wet Wt"
3414,"2,2,4,4,5,5 Hexabromodiphenyl Ether : Wet Wt"
3414,"2,2,4,4,5,5 Hexabromodiphenyl Ether : Wet Wt"
3414,"2,2,4,4,5,5 Hexabromodiphenyl Ether : Wet Wt"
3414,"2,2,4,4,5,5 Hexabromodiphenyl Ether : Wet Wt"
3414,"2,2,4,4,5,5 Hexabromodiphenyl Ether : Wet Wt"
3415,"2,2,4,4,5 Pentabromodiphenyl Ether : Wet Wt"
3415,"2,2,4,4,5 Pentabromodiphenyl Ether : Wet Wt"
3415,"2,2,4,4,5 Pentabromodiphenyl Ether : Wet Wt"
3415,"2,2,4,4,5 Pentabromodiphenyl Ether : Wet Wt"
3415,"2,2,4,4,5 Pentabromodiphenyl Ether : Wet Wt"
3419,"2,2,4,4 Tetrabromodiphenyl ether : Wet Wt"
3419,"2,2,4,4 Tetrabromodiphenyl ether : Wet Wt"
3419,"2,2,4,4 Tetrabromodiphenyl ether : Wet Wt"
3419,"2,2,4,4 Tetrabromodiphenyl ether : Wet Wt"
3419,"2,2,4,4 Tetrabromodiphenyl ether : Wet Wt"
3421,"Flow, instantaneous"
3421,"Flow, instantaneous"
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3428,Water Depth
3438,cis-Heptachlor epoxide
3438,cis-Heptachlor epoxide
3438,cis-Heptachlor epoxide
3438,cis-Heptachlor epoxide
3439,trans-Heptachlor epoxide
3439,trans-Heptachlor epoxide
3439,trans-Heptachlor epoxide
3439,trans-Heptachlor epoxide
3454,"Detergents, Cationic as Benzalkonium Chloride"
3454,"Detergents, Cationic as Benzalkonium Chloride"
3454,"Detergents, Cationic as Benzalkonium Chloride"
3454,"Detergents, Cationic as Benzalkonium Chloride"
3454,"Detergents, Cationic as Benzalkonium Chloride"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3458,"Coliforms, Faecal : Confirmed"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3461,"Coliforms, Faecal : Presumptive : MF"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3462,"Microtox, 5 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3463,"Microtox, 15 Minutes : EC50"
3475,Carbendazim
3475,Carbendazim
3475,Carbendazim
3475,Carbendazim
3475,Carbendazim
3478,Aclonifen
3478,Aclonifen
3478,Aclonifen
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3527,"Flow, instantaneous l/s"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3545,"2,4-D :- {2,4-Dichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3546,"2,4,5-T :- {2,4,5-Trichlorophenoxyacetic acid}"
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
3548,MCPA :- {4-Chloro-2-methylphenoxyacetic acid}
